#   i    Length  Height
0	1	3
1	2	3
2	4	2
3	8	5
4	16	7
5	32	5
6	64	7
7	128	12
8	256	10
9	512	10
10	1024	11
11	2048	14
12	4096	13
13	8192	15
14	16384	20
15	32768	14
16	65536	15
17	131072	17
18	262144	19
19	524288	22
